id,satisfaction,satisfaction score,voice of customer
33601,neutral or dissatisfied,3,The expensive fare did not include any added convenience or personalized services.
33602,neutral or dissatisfied,3,The airline's failure to provide a satisfactory solution for the delays disappointed me.
33608,neutral or dissatisfied,3,"The airline did not provide any entertainment options for children, making the journey difficult for parents."
33614,neutral or dissatisfied,4,NIL
33618,neutral or dissatisfied,3,NIL
33620,neutral or dissatisfied,3,NIL
33623,neutral or dissatisfied,4,NIL
33631,neutral or dissatisfied,4,NIL
33653,neutral or dissatisfied,4,NIL
33661,neutral or dissatisfied,4,NIL
33696,neutral or dissatisfied,4,NIL
33701,neutral or dissatisfied,4,NIL
33702,neutral or dissatisfied,4,NIL
33706,neutral or dissatisfied,4,NIL
33707,neutral or dissatisfied,3,NIL
33712,neutral or dissatisfied,4,NIL
33714,neutral or dissatisfied,4,NIL
33716,neutral or dissatisfied,3,NIL
33722,neutral or dissatisfied,4,NIL
33723,neutral or dissatisfied,3,NIL
33732,neutral or dissatisfied,4,NIL
33734,neutral or dissatisfied,4,NIL
33740,neutral or dissatisfied,4,NIL
33745,neutral or dissatisfied,0,NIL
33768,neutral or dissatisfied,3,NIL
33775,neutral or dissatisfied,4,NIL
33795,neutral or dissatisfied,3,The airline's onboard announcements were incomprehensible.
33812,neutral or dissatisfied,3,The airline charged exorbitant prices for basic amenities like blankets and pillows.
33813,neutral or dissatisfied,4,NIL
33814,neutral or dissatisfied,4,NIL
33817,neutral or dissatisfied,3,NIL
33826,neutral or dissatisfied,4,NIL
33840,neutral or dissatisfied,4,NIL
33843,neutral or dissatisfied,3,NIL
33858,neutral or dissatisfied,4,NIL
33877,neutral or dissatisfied,4,NIL
33899,neutral or dissatisfied,4,NIL
33900,neutral or dissatisfied,3,NIL
33903,neutral or dissatisfied,4,NIL
33904,neutral or dissatisfied,3,NIL
33908,neutral or dissatisfied,3,NIL
33909,neutral or dissatisfied,4,NIL
33910,neutral or dissatisfied,3,NIL
33929,neutral or dissatisfied,3,NIL
33937,neutral or dissatisfied,4,NIL
33938,neutral or dissatisfied,3,I found unclean or smelly surfaces on the seatback trays.
33946,neutral or dissatisfied,4,NIL
33967,neutral or dissatisfied,3,NIL
33976,neutral or dissatisfied,4,NIL
33983,neutral or dissatisfied,3,NIL
33998,neutral or dissatisfied,3,NIL
34001,neutral or dissatisfied,3,The prolonged delay in flight arrival affected my schedule and overall travel experience.
34003,neutral or dissatisfied,3,"Our flight was delayed due to a technical issue, but the lack of prompt communication from the airline about the situation left me feeling frustrated and anxious."
34004,neutral or dissatisfied,3,NIL
34015,neutral or dissatisfied,4,NIL
34031,neutral or dissatisfied,4,NIL
34040,neutral or dissatisfied,3,NIL
34057,neutral or dissatisfied,4,I was disappointed with the overall lack of onboard amenities.
34070,neutral or dissatisfied,3,NIL
34082,neutral or dissatisfied,4,NIL
34086,neutral or dissatisfied,3,NIL
34109,neutral or dissatisfied,3,NIL
34124,neutral or dissatisfied,3,"I had plans for a romantic evening, but the delay in arrival spoiled everything."
34145,neutral or dissatisfied,3,NIL
34148,neutral or dissatisfied,3,NIL
34152,neutral or dissatisfied,4,The unexplained and prolonged delay in receiving my checked baggage made me feel anxious and worried about the security of my belongings.
34155,neutral or dissatisfied,3,NIL
34157,neutral or dissatisfied,3,NIL
34159,neutral or dissatisfied,3,NIL
34168,neutral or dissatisfied,4,NIL
34173,neutral or dissatisfied,4,NIL
34174,neutral or dissatisfied,3,"The flight was delayed due to maintenance issues, which should have been addressed beforehand."
34185,neutral or dissatisfied,4,NIL
34199,neutral or dissatisfied,4,NIL
34208,neutral or dissatisfied,4,NIL
34220,neutral or dissatisfied,3,NIL
34229,neutral or dissatisfied,4,NIL
34232,neutral or dissatisfied,4,The flight delay caused inconvenience and frustration among passengers.
34234,neutral or dissatisfied,3,NIL
34257,neutral or dissatisfied,3,NIL
34282,neutral or dissatisfied,3,NIL
34289,neutral or dissatisfied,2,NIL
34314,neutral or dissatisfied,4,"Despite the airline's promises of punctuality, the departure delay meant that I had to rush to catch a connecting flight, adding unnecessary stress to my journey."
34334,neutral or dissatisfied,3,NIL
34336,neutral or dissatisfied,3,NIL
34338,neutral or dissatisfied,3,NIL
34345,neutral or dissatisfied,4,The flight crew did not handle a disruptive passenger situation promptly or effectively.
34353,neutral or dissatisfied,3,NIL
34359,neutral or dissatisfied,4,NIL
34360,neutral or dissatisfied,3,NIL
34362,neutral or dissatisfied,3,NIL
34375,neutral or dissatisfied,4,The airline did not provide assistance to elderly passengers with mobility issues.
34380,neutral or dissatisfied,4,"The onboard announcements were primarily made in a foreign language, causing confusion among non-native speakers."
34387,neutral or dissatisfied,3,NIL
34389,neutral or dissatisfied,4,NIL
34391,neutral or dissatisfied,4,"The overhead reading lights on the plane were not functioning, causing inconvenience during the flight."
34392,neutral or dissatisfied,4,NIL
34396,neutral or dissatisfied,3,The lack of attention to detail and the dismissive attitude of the airline staff made me question my decision to fly with them.
34401,neutral or dissatisfied,4,NIL
34415,neutral or dissatisfied,3,NIL
34418,neutral or dissatisfied,3,NIL
34420,neutral or dissatisfied,4,NIL
34431,neutral or dissatisfied,4,NIL
34442,neutral or dissatisfied,4,NIL
34443,neutral or dissatisfied,3,NIL
34449,neutral or dissatisfied,3,NIL
34461,neutral or dissatisfied,4,NIL
34498,neutral or dissatisfied,4,NIL
34499,neutral or dissatisfied,3,NIL
34510,neutral or dissatisfied,4,NIL
34512,neutral or dissatisfied,3,NIL
34521,neutral or dissatisfied,4,NIL
34523,neutral or dissatisfied,3,NIL
34534,neutral or dissatisfied,3,NIL
34536,neutral or dissatisfied,4,The lavatories were not regularly restocked with toilet paper.
34537,neutral or dissatisfied,3,I am fuming with anger! This airline's delays have completely ruined my travel experience!
34563,neutral or dissatisfied,4,NIL
34592,neutral or dissatisfied,4,NIL
34597,neutral or dissatisfied,4,NIL
34658,neutral or dissatisfied,4,NIL
34664,neutral or dissatisfied,4,NIL
34666,neutral or dissatisfied,4,NIL
34667,neutral or dissatisfied,3,The airline's lack of accountability for the delays left me disappointed and dissatisfied.
34686,neutral or dissatisfied,3,NIL
34743,neutral or dissatisfied,3,NIL
34747,neutral or dissatisfied,4,NIL
34748,neutral or dissatisfied,3,NIL
34752,neutral or dissatisfied,3,The air crew seemed untrained in handling passenger complaints and requests.
34753,neutral or dissatisfied,3,NIL
34754,neutral or dissatisfied,3,NIL
34759,neutral or dissatisfied,4,NIL
34763,neutral or dissatisfied,3,NIL
34773,neutral or dissatisfied,3,NIL
34780,neutral or dissatisfied,4,NIL
34782,neutral or dissatisfied,4,NIL
34784,neutral or dissatisfied,4,NIL
34789,neutral or dissatisfied,4,NIL
34799,neutral or dissatisfied,4,NIL
34801,neutral or dissatisfied,3,NIL
34803,neutral or dissatisfied,4,NIL
34811,neutral or dissatisfied,3,NIL
34820,neutral or dissatisfied,3,NIL
34821,neutral or dissatisfied,4,NIL
34834,neutral or dissatisfied,3,NIL
34837,neutral or dissatisfied,3,NIL
34849,neutral or dissatisfied,4,NIL
34853,neutral or dissatisfied,3,The excessive wait for flight arrival disrupted my travel plans.
34869,neutral or dissatisfied,4,NIL
34870,neutral or dissatisfied,3,NIL
34874,neutral or dissatisfied,4,"The boarding passes provided by the airline were difficult to read and understand, causing confusion during the boarding process."
34892,neutral or dissatisfied,3,NIL
34915,neutral or dissatisfied,3,NIL
34920,neutral or dissatisfied,3,"Limited selection of in-flight snacks, leaving passengers hungry and dissatisfied."
34924,neutral or dissatisfied,4,NIL
34925,neutral or dissatisfied,3,NIL
34965,neutral or dissatisfied,4,NIL
34966,neutral or dissatisfied,4,NIL
34973,neutral or dissatisfied,4,NIL
34979,neutral or dissatisfied,3,NIL
34982,neutral or dissatisfied,4,NIL
34988,neutral or dissatisfied,3,The airline did not provide any nut-free beverage options.
34998,neutral or dissatisfied,3,NIL
34999,neutral or dissatisfied,4,NIL
35001,neutral or dissatisfied,4,NIL
35007,neutral or dissatisfied,4,NIL
35014,neutral or dissatisfied,3,NIL
35028,neutral or dissatisfied,3,NIL
35044,neutral or dissatisfied,3,NIL
35066,neutral or dissatisfied,3,The airline's poor management of the delay situation left me feeling frustrated and let down.
35071,neutral or dissatisfied,4,NIL
35074,neutral or dissatisfied,3,NIL
35075,neutral or dissatisfied,3,NIL
35088,neutral or dissatisfied,3,NIL
35091,neutral or dissatisfied,4,NIL
35105,neutral or dissatisfied,3,"The delayed flight arrival threw off my entire schedule, and I felt frustrated and inconvenienced."
35137,neutral or dissatisfied,4,NIL
35142,neutral or dissatisfied,3,NIL
35182,neutral or dissatisfied,4,NIL
35192,neutral or dissatisfied,4,I felt a deep sense of frustration and dissatisfaction with the overall experience provided by the airline.
35212,neutral or dissatisfied,4,NIL
35238,neutral or dissatisfied,3,"The turbulence was so intense that it caused the cabin crew to lose control of the beverage cart, resulting in spills and potential injuries."
35248,neutral or dissatisfied,3,The airline charged exorbitant fees for additional baggage.
35260,neutral or dissatisfied,3,NIL
35267,neutral or dissatisfied,4,NIL
35270,neutral or dissatisfied,4,The airline did not offer any lactose-free snack options.
35274,neutral or dissatisfied,4,NIL
35301,neutral or dissatisfied,3,NIL
35313,neutral or dissatisfied,3,NIL
35314,neutral or dissatisfied,3,NIL
35315,neutral or dissatisfied,3,NIL
35320,neutral or dissatisfied,4,The cabin crew did not handle a disruptive passenger situation appropriately.
35324,neutral or dissatisfied,4,NIL
35327,neutral or dissatisfied,3,NIL
35329,neutral or dissatisfied,3,NIL
35336,neutral or dissatisfied,4,NIL
35337,neutral or dissatisfied,4,"The airline charged exorbitant fees for baggage, leaving me dissatisfied with the service."
35344,neutral or dissatisfied,3,NIL
35346,neutral or dissatisfied,3,NIL
35356,neutral or dissatisfied,4,I had to wait for hours at the airport due to the flight delay. A waste of time.
35363,neutral or dissatisfied,3,NIL
35364,neutral or dissatisfied,3,NIL
35367,neutral or dissatisfied,4,NIL
35368,neutral or dissatisfied,4,NIL
35370,neutral or dissatisfied,3,NIL
35379,neutral or dissatisfied,4,NIL
35395,neutral or dissatisfied,3,NIL
35399,neutral or dissatisfied,3,The airline's negligence regarding timely departures is unacceptable.
35402,neutral or dissatisfied,4,NIL
35404,neutral or dissatisfied,3,NIL
35407,neutral or dissatisfied,4,NIL
35408,neutral or dissatisfied,4,NIL
35410,neutral or dissatisfied,3,NIL
35416,neutral or dissatisfied,3,NIL
35445,neutral or dissatisfied,3,NIL
35453,neutral or dissatisfied,3,NIL
35473,neutral or dissatisfied,4,"I was devastated when the airline mistakenly boarded me on the wrong flight, causing distress and confusion upon arrival at the wrong destination."
35478,neutral or dissatisfied,3,NIL
35481,neutral or dissatisfied,3,NIL
35482,neutral or dissatisfied,4,NIL
35496,neutral or dissatisfied,3,The flight attendant was dismissive and showed a lack of empathy towards passenger concerns.
35507,neutral or dissatisfied,3,NIL
35508,neutral or dissatisfied,4,NIL
35512,neutral or dissatisfied,3,NIL
35514,neutral or dissatisfied,3,"My flight arrival was significantly delayed, causing inconvenience and wasted time."
35518,neutral or dissatisfied,4,NIL
35533,neutral or dissatisfied,3,NIL
35549,neutral or dissatisfied,3,NIL
35551,neutral or dissatisfied,4,NIL
35553,neutral or dissatisfied,4,NIL
35558,neutral or dissatisfied,4,NIL
35566,neutral or dissatisfied,4,NIL
35574,neutral or dissatisfied,4,NIL
35584,neutral or dissatisfied,4,NIL
35586,neutral or dissatisfied,4,The delay in arrival made me miss an opportunity to attend a major concert. Unfortunate.
35589,neutral or dissatisfied,3,NIL
35592,neutral or dissatisfied,4,NIL
35596,neutral or dissatisfied,4,NIL
35598,neutral or dissatisfied,3,NIL
35608,neutral or dissatisfied,3,NIL
35641,neutral or dissatisfied,3,NIL
35657,neutral or dissatisfied,3,The airline's neglect of timely communication during the delay led to increased frustration.
35682,neutral or dissatisfied,3,NIL
35685,neutral or dissatisfied,3,NIL
35687,neutral or dissatisfied,3,NIL
35695,neutral or dissatisfied,4,NIL
35697,neutral or dissatisfied,4,NIL
35699,neutral or dissatisfied,4,NIL
35701,neutral or dissatisfied,3,NIL
35731,neutral or dissatisfied,3,NIL
35742,neutral or dissatisfied,3,NIL
35745,neutral or dissatisfied,3,NIL
35754,neutral or dissatisfied,4,NIL
35757,neutral or dissatisfied,3,NIL
35776,neutral or dissatisfied,3,NIL
35778,neutral or dissatisfied,3,NIL
35785,neutral or dissatisfied,4,I felt frustrated and inconvenienced by the lack of clear updates during the delay.
35791,neutral or dissatisfied,4,NIL
35793,neutral or dissatisfied,3,The flight departed earlier than scheduled without prior notification.
35795,neutral or dissatisfied,3,I had to search for a baggage cart as none were readily available.
35796,neutral or dissatisfied,3,NIL
35799,neutral or dissatisfied,3,"The flight had a late departure due to issues with the aircraft, causing inconvenience and disrupting plans."
35804,neutral or dissatisfied,4,NIL
35807,neutral or dissatisfied,3,I found unclean or sticky surfaces on the folding tray mechanisms.
35822,neutral or dissatisfied,3,NIL
35834,neutral or dissatisfied,4,NIL
35840,neutral or dissatisfied,3,NIL
35841,neutral or dissatisfied,1,NIL
35845,neutral or dissatisfied,4,NIL
35848,neutral or dissatisfied,3,NIL
35857,neutral or dissatisfied,4,"The boarding process was disorganized, leading to chaos and delays."
35862,neutral or dissatisfied,4,NIL
35866,neutral or dissatisfied,3,NIL
35903,neutral or dissatisfied,3,NIL
35922,neutral or dissatisfied,4,NIL
35929,neutral or dissatisfied,4,NIL
35930,neutral or dissatisfied,4,NIL
35933,neutral or dissatisfied,3,NIL
35942,neutral or dissatisfied,4,NIL
35954,neutral or dissatisfied,3,NIL
35955,neutral or dissatisfied,4,NIL
35963,neutral or dissatisfied,4,NIL
35970,neutral or dissatisfied,3,NIL
35976,neutral or dissatisfied,3,NIL
35986,neutral or dissatisfied,3,NIL
35991,neutral or dissatisfied,3,NIL
36014,neutral or dissatisfied,4,The staff displayed a lack of knowledge and competence in their roles.
36020,neutral or dissatisfied,3,The airline's lack of communication about the delay added to my frustration.
36024,neutral or dissatisfied,4,NIL
36040,neutral or dissatisfied,3,Lack of signage and directions within the aircraft.
36052,neutral or dissatisfied,4,NIL
36060,neutral or dissatisfied,4,NIL
36063,neutral or dissatisfied,4,NIL
36068,neutral or dissatisfied,4,NIL
36090,neutral or dissatisfied,3,NIL
36093,neutral or dissatisfied,3,NIL
36099,neutral or dissatisfied,3,NIL
36112,neutral or dissatisfied,4,Inadequate seating arrangements for families.
36137,neutral or dissatisfied,4,NIL
36141,neutral or dissatisfied,3,NIL
36151,neutral or dissatisfied,4,NIL
36152,neutral or dissatisfied,4,NIL
36154,neutral or dissatisfied,3,I experienced a long wait time for food and beverage service.
36167,neutral or dissatisfied,4,NIL
36168,neutral or dissatisfied,4,NIL
36170,neutral or dissatisfied,4,NIL
36174,neutral or dissatisfied,4,NIL
36177,neutral or dissatisfied,4,NIL
36179,neutral or dissatisfied,4,NIL
36180,neutral or dissatisfied,4,NIL
36182,neutral or dissatisfied,4,NIL
36183,neutral or dissatisfied,3,NIL
36185,neutral or dissatisfied,3,NIL
36189,neutral or dissatisfied,3,NIL
36197,neutral or dissatisfied,3,The seat armrests were sticky or had visible dirt.
36201,neutral or dissatisfied,3,NIL
36212,neutral or dissatisfied,3,NIL
36221,neutral or dissatisfied,3,NIL
36233,neutral or dissatisfied,3,NIL
36238,neutral or dissatisfied,4,NIL
36240,neutral or dissatisfied,4,NIL
36242,neutral or dissatisfied,3,NIL
36250,neutral or dissatisfied,3,NIL
36253,neutral or dissatisfied,4,NIL
36254,neutral or dissatisfied,4,NIL
36257,neutral or dissatisfied,4,NIL
36263,neutral or dissatisfied,4,NIL
36264,neutral or dissatisfied,4,NIL
36269,neutral or dissatisfied,3,NIL
36301,neutral or dissatisfied,3,NIL
36310,neutral or dissatisfied,3,NIL
36312,neutral or dissatisfied,4,NIL
36322,neutral or dissatisfied,4,"The airline didn't offer any complimentary amenity kits for long-haul flights, neglecting passenger comfort."
36326,neutral or dissatisfied,4,The overhead reading lights were not functioning.
