,topic,voice of customer,id,satisfaction,satisfaction score
715,10,"I felt the aircraft was not properly maintained or equipped to handle turbulence, leading to a turbulent and unsettling flight experience.",37571,neutral or dissatisfied,4
716,44,The airline provided vague or incomplete information regarding the status of my delayed baggage.,37737,neutral or dissatisfied,3
717,42,"The airline mishandled my luggage temporarily, causing inconvenience.",37761,neutral or dissatisfied,3
718,43,The delay in arrival impacted my work schedule and caused significant inconvenience.,37779,neutral or dissatisfied,3
719,27,I encountered difficulties understanding the in-flight announcements as they were unclear and delivered with poor audio quality.,37858,neutral or dissatisfied,3
720,9,The flight departure was delayed due to unforeseen circumstances.,37871,neutral or dissatisfied,4
721,-1,The flight had a strong odor that was unpleasant.,37966,neutral or dissatisfied,3
722,45,I expected better organization during the boarding process.,37968,neutral or dissatisfied,3
723,23,"Arrival was significantly later than scheduled, inconveniencing passengers.",38031,neutral or dissatisfied,3
724,14,The flight attendants lacked attentiveness and did not provide the level of service expected for the price paid.,38071,neutral or dissatisfied,3
725,8,"The flight arrival was delayed, disrupting my plans.",38072,neutral or dissatisfied,3
726,4,"The seats on the flight didn't recline, leaving me unable to find a comfortable position to rest.",38101,neutral or dissatisfied,3
727,28,"I encountered difficulties understanding the airline's complex sports equipment baggage policy, resulting in confusion and additional charges.",38107,neutral or dissatisfied,4
728,0,I received an incorrect meal that I did not order.,38196,neutral or dissatisfied,4
729,34,The airline did not have proper facilities for families traveling with young children.,38246,neutral or dissatisfied,3
730,-1,"The flight attendants mishandled a medical emergency, causing distress to affected passengers.",38296,neutral or dissatisfied,4
731,0,The flight attendants did not offer enough water during the flight.,38305,neutral or dissatisfied,3
732,49,The delay in departure caused me to miss a connecting flight.,38310,neutral or dissatisfied,4
733,52,I observed unclean or stained curtains in the aircraft.,38357,neutral or dissatisfied,4
734,-1,I felt let down by the extended delay in flight arrival.,38373,neutral or dissatisfied,3
735,-1,Untrained and inexperienced flight attendants.,38523,neutral or dissatisfied,3
736,48,I demand immediate action regarding the delayed arrival. This is my right!,38547,neutral or dissatisfied,3
737,-1,"The flight was overbooked, and I had to give up my seat, causing a major inconvenience.",38551,neutral or dissatisfied,4
738,15,I encountered unclean or poorly maintained seatback pockets.,38574,neutral or dissatisfied,3
739,32,The lavatory sinks were dirty and appeared unsanitary.,38760,neutral or dissatisfied,4
740,35,The staff lacked empathy and understanding towards passengers' needs.,38787,neutral or dissatisfied,4
741,48,I expect better treatment than a delayed departure. This is unacceptable!,38992,neutral or dissatisfied,4
742,0,The airline failed to accommodate my dietary restrictions.,39004,neutral or dissatisfied,4
743,1,The repeated delays in flight departure made me question the airline's commitment to punctuality.,39013,neutral or dissatisfied,4
744,7,I expected a more comfortable and luxurious experience for the expensive fare I paid.,39065,neutral or dissatisfied,3
745,54,Poor restroom cleanliness.,39084,neutral or dissatisfied,3
746,42,Problems with the airline's lost and found process.,39117,neutral or dissatisfied,3
747,27,The flight announcements were unclear and difficult to understand.,39277,neutral or dissatisfied,4
748,14,The flight attendants did not prioritize passenger safety.,39413,neutral or dissatisfied,4
749,4,The seats on the plane were uncomfortable and provided no back support.,39586,neutral or dissatisfied,3
750,53,The aircraft's overall hygiene standards were unsatisfactory.,39616,neutral or dissatisfied,4
751,27,"The airline's onboard announcements were unclear and difficult to hear, making it challenging to understand important information.",39725,neutral or dissatisfied,4
752,0,"The airline did not accommodate my request for a vegetarian meal, despite prior notification.",39770,neutral or dissatisfied,4
753,15,I found unclean or dusty surfaces on the seat controls.,39788,neutral or dissatisfied,4
754,0,Limited availability of vegetarian meal options.,39833,neutral or dissatisfied,4
755,9,The prolonged wait for flight departure was unacceptable.,39919,neutral or dissatisfied,4
756,33,I encountered difficulties in redeeming my airline miles.,39933,neutral or dissatisfied,4
757,22,I expected the airline to have better contingency plans in place for flying in adverse weather conditions.,39959,neutral or dissatisfied,4
758,53,The lack of cleanliness in the cabin made me question the hygiene standards of the airline.,40109,neutral or dissatisfied,4
759,19,The flight attendants were more engaged in personal conversations rather than attending to passengers.,40223,neutral or dissatisfied,3
760,15,The seat headrests were visibly dirty or unkempt.,40227,neutral or dissatisfied,4
761,0,I was served a meal with overcooked and dry food.,40269,neutral or dissatisfied,4
762,4,"The seating arrangement was cramped, leaving me no room to relax or move comfortably.",40375,neutral or dissatisfied,3
763,0,I experienced a lack of options for snacks or meals suitable for children.,40399,neutral or dissatisfied,3
764,1,I felt frustrated and let down by the airline's failure to handle the delays effectively.,40539,neutral or dissatisfied,4
765,-1,The airline did not provide sufficient assistance during a flight disruption.,40808,neutral or dissatisfied,4
766,3,"The turbulence was so intense that it caused flight attendants to lose their balance and stumble, raising concerns about their training and preparedness.",40915,neutral or dissatisfied,3
767,22,I felt the airline should have provided more frequent updates and explanations about the turbulence to alleviate passenger concerns.,40935,neutral or dissatisfied,3
768,0,The flight had a shortage of vegetarian meal options.,40984,neutral or dissatisfied,4
769,9,The delay in departure caused unnecessary inconvenience.,41065,neutral or dissatisfied,3
770,12,I experienced difficulties with the online check-in process.,41076,neutral or dissatisfied,3
771,14,"The flight crew did not handle a disruptive passenger situation effectively, causing distress to other passengers.",41085,neutral or dissatisfied,4
772,14,The flight attendant was inattentive and did not offer assistance when needed.,41261,neutral or dissatisfied,4
773,18,The air crew did not provide timely updates or announcements during the flight.,41300,neutral or dissatisfied,4
774,0,The airline did not provide any pillows or blankets for a long-haul flight.,41308,neutral or dissatisfied,4
775,1,I felt neglected and disregarded by the airline's handling of the delays.,41332,neutral or dissatisfied,3
776,11,The flight delay made me miss an important family gathering. Disappointed and upset.,41493,neutral or dissatisfied,4
777,62,The airline did not provide sufficient assistance to passengers with disabilities.,41533,neutral or dissatisfied,4
778,22,I was concerned that the flight crew did not communicate effectively about the weather-related delays.,41570,neutral or dissatisfied,3
779,9,"The arrival was delayed, causing inconvenience.",41631,neutral or dissatisfied,4
780,14,The flight attendants did not enforce the airline's policies consistently.,41843,neutral or dissatisfied,3
781,7,The airline's lack of responsiveness to passenger needs left me feeling ignored and undervalued.,41867,neutral or dissatisfied,4
